qawiki	Jaké je nejvýznamnější muzeum v Brně?
qawiki	Kdy se narodil Napoleon?
qawiki	Jak se nazývá místo vzniku zemětřesení?
qawiki	Označují termíny prostoročas a časoprostor totéž?
qawiki	Kdo zavedl pojem atomos jako označení nedělitelných částic?
qawiki	Která herečka získala nominaci na Oscara i Zlatý glóbus za roli Elizabeth Bennetové v adaptaci novely Jane Austenové Pýcha a předsudek z roku 2005?
qawiki	Stává se často oxid siřičitý po erupci sopky aerosolem?
qawiki	Kdy vstoupily do války Spojené státy americké?
qawiki	Čím bývají zvýrazňovány příčné prahy?
qawiki	Co je to detoxikace?
qawiki	Je hungarosaurus rod ptakopánvého obrněného dinosaura?
qawiki	Kolikátým prezidentem Spojených států amerických byl Ronald W. Reagan?
qawiki	Jaké je rodné jméno Miley Ray Cyrus?
qawiki	Jak se jmenuje film  , ve kterém se poprvé objevil Oldřich Nový?
qawiki	Je finština ve Finsku rovnoprávná se švedštinou?
qawiki	Jaký reliéf má Evropa?
qawiki	Jakou rozlohu má Máchovo jezero?
qawiki	Kdy byl uveden Google Talk?
qawiki	Z jakého roku je Harry Potter a vězeň z Azkabanu?
qawiki	Jakou značku má gram?
qawiki	Kdy zemřel Wilhelm Conrad Röntgen?
qawiki	Mezi jakými státy probíhala stoletá válka?
qawiki	Co je echolace?
qawiki	Jak se v geometrii označuje ortogonalita?
qawiki	Jaká je nejhlubší zatopená jeskyně na světě?
qawiki	Kde se narodil Walter Houser Brattain?
qawiki	Označuje klínové písmo konkrétní sadu znaků?
qawiki	Jaké je náboženské vyznání Newtona?
qawiki	Kdy vznikl román Sophiina volba?
qawiki	Která hvězda na noční obloze je nejjasnější?
qawiki	Kdo je autorem knihy Smrt krásných srnců?
qawiki	Jaký jazyk je úředním jazykem Francie?
qawiki	Jak se označuje živočišný druh  , který se živí mrtvými živočichy?
qawiki	Kdo vytvořil index tělesné hmotnosti?
qawiki	Kdy byl natočen film sestřičky?
qawiki	Kdy se narodil Ronald Reagan?
qawiki	Jaké barvy jsou rostliny ve kterých probíha fotosyntéza?
qawiki	Z čeho se vyvinul death metal?
qawiki	Z jakého jazyka pochází zkratka mRNA?
qawiki	Kdo vypracoval první návrh na výstavbu pražského metra?
qawiki	CO je Anthelmintikum?
qawiki	Jak se nazývá fyzikální veličina  , která udává počet opakování periodického děje za daný časový úsek  .
qawiki	Kdo byl čtvrtým prezidentem Slovenské republiky?
qawiki	Kdo je autor knihy Eragon?
qawiki	Byl Samuel Hearne britský skladatel?
qawiki	Nazývá se botulotoxin také jinak klobásový jed?
qawiki	Na jakém světadíle leží K  2?
qawiki	Co je opakem zenitu?
qawiki	Mají mechorosty vytvořená pravá vodivá pletiva?
qawiki	Kdy byla spuštěna česká verze Wikipedie?
qawiki	Kdo byl palubním inženýrem kosmické lodi Sojuz 15?
qawiki	Pochází stonehenge z doby bronzové?
qawiki	Jaké číslo je 453?
qawiki	V jakém městě se narodil Karel Hynek Mácha?
qawiki	Používají se kvasinky při výrobě piva  , vína nebo chleba?
qawiki	Pod jakou zkratkou je známa Mezinárodní vesmírná stanice?
qawiki	Jak vzniká bílý trpaslík?
qawiki	Je Friderik Pregl jediným slovinským nositelem Nobelovy ceny?
qawiki	Je DNA zkratka pro deoxyribonukleovou kyselinu?
qawiki	Jak vysoká je velká Javořina?
qawiki	Co je hmotný objekt  , kterého gravitační pole je natolik silné  , že žádný objekt ho nemůže opustit?
qawiki	Je Kuba členem OSN?
qawiki	Od kdy se pořádá dostih Prix d  '  Amérique?
qawiki	V jakém roce vyšlo album Ritual?
qawiki	Co tvoří počátek trávicí soustavy většiny živočichů?
qawiki	Má kobylka sága křídla?
qawiki	Byl mor skotu oficiálně vymýcen?
qawiki	Člení se Bolská provincie na 12 distriktů?
qawiki	Jaký byl literární pseudonym Vladimíra Vaška?
qawiki	Ve kterém roce vyšel román Jan Kryštof?
qawiki	Kdy byl predstaven iPhone?
qawiki	Jak se jmenoval otec Karla Jaromíra Erbena?
qawiki	Ve kterém roce byl vydán román Utrpení knížete Sternenhocha?
qawiki	Pod správu kterého státu patří ostrov Korsika?
qawiki	Vyskytuje se bělořit šedý v ČR?
qawiki	Kde se nachází nejvíce evidovaných supervulkánů?
qawiki	Ve kterém století se narodil svatý Jošt?
qawiki	Jakou rozlohu má chráněné území Riversleigh (  v km2  )?
qawiki	Kdo vedl skupinu Wicked Lester?
qawiki	Jaký je hlavní bůh severského panteonu?
qawiki	Kde dozrávají spermie?
qawiki	Jakou oficiální zkratkou označujeme Mezinárodní organizaci práce?
qawiki	Kde napsal Stendhal autobiografické dílo Život Henri Brularda?
qawiki	Který oblak je příčinou bouřek?
qawiki	Zajímal se Orff o botaniku?
qawiki	Kdy končí antika?
qawiki	Molekuly kterých sloučenin obsahují vždy jeden nebo více atomů uhlíku?
qawiki	Kdo Máji přinesl negativní kritiku?
qawiki	Kdy odešel Přeclav na studia na univerzitě v Bologni?
qawiki	Čí stěžejní dílo je Kytice  , původně vydaná pod názvem Kytice z pověstí národních?
qawiki	Jak se jmenuje starší verze operačního systému EPOC?
qawiki	Jak se jmenuje politický režim  , který vede Čínskou lidovou republiku?
qawiki	Jakou minioperou je miniopera Stažená hrdla?
qawiki	Kolik stran a vrcholů má čtyřúhelník?
qawiki	Je na Slovensku oddělena církev od státu?
qawiki	Jaký je sumární vzorec kyseliny sírové?
qawiki	Kdo napsal knihu Devadesátka pokračuje?
qawiki	Kdy vznikl hudební žánr zvaný Drum  '  n  '  Bass?
qawiki	Jakou barvu má půlměsíc na turecké vlajce?
qawiki	Kdo zavedl reformu o náboženské toleranci a zrušení nevolnictví?
qawiki	Jaký je chemický vzorec pro sůl?
qawiki	Které město je druhé největší v USA?
qawiki	Kdo z amerických prezidentů byl prvním prezidentem  , jehož otec byl také prezident?
qawiki	Co Rolland vystudoval?
qawiki	Kdy se uskutečnil 98  . ročník cyklistického závodu Milán - San Remo?
qawiki	Kdo je Světlana Lavičková?
qawiki	Jaký termín se tradičně používá k označení zemí Blízkého  , Středního a Dálného východu?
qawiki	Jakou barvou hoří bor?
qawiki	Jaký byl hlavní důvod začátku výroby klobás?
qawiki	Kdy má svátek Vojtěch?
qawiki	Z jaké země pochází rocková skupina The 69 Eyes?
qawiki	Jak se nazývá vědní disciplína  , která se zabývá studiem živočišných tkání?
qawiki	Jak se jmenuje dopravní stavba sloužící k převádění dopravní cesty přes vodní tok?
qawiki	Kdo je autorem teorie vzniku a vývoje korálových ostrovů?
qawiki	Tvar jakého písmene má metacentrický chromozom po replikaci DNA?
qawiki	Bytostí z jaké mytologie je elf?
qawiki	Kdy se narodil Vlastimil Harapes  , český herec  , tanečník  , režisér  , taneční mistr  , choreograf a taneční pedagog?
qawiki	Jaký typ práva využívá americký stát Louisiana?
qawiki	V které krajine vznikl tanec Polka?
qawiki	Se kterým státem máme nejkratší hranice?
qawiki	Nachází se Slunečný vršek severně od sídliště Košík?
qawiki	Psal Vincenc Brandl i německé básně?
qawiki	Jaké je hlavní město Chorvatska?
qawiki	Jak se nazývá spodní končetina člověka?
qawiki	Zemřel Hugo Haas v roce 1968?
qawiki	Co je specifická forma ledu?
qawiki	Jakou konzistenci má Camembert?
qawiki	V jakém měste leží Bojnický zámek?
qawiki	Kdo je považován za otce moderní lingvistiky?
qawiki	Kdo založil společnost Milka?
qawiki	Kolik obyvatel má město Alžír?
qawiki	Jakou barvu má zlato?
qawiki	Je kyselina kaprinová karboxylová kyselina?
qawiki	Kde vznikla americká rocková skupina Kiss?
qawiki	Kde má sídlo firma Boeing?
qawiki	Jaká je teplota na povrchu Slunce?
qawiki	Kdy zemřel Edward Mills Purcell?
qawiki	Kdy zemřel Johann Sebastian Bach?
qawiki	Jaká je zkratka pro titul doktora práv?
qawiki	Jakého původu je benitoit?
qawiki	Jak se nazývá přehnaná láska k sobě samému?
qawiki	Kdo byl otec Gisely Francouzské?
qawiki	Kdy byla dojednána Mnichovska dohoda?
qawiki	Kdy se konala bitva na Bílé hoře?
qawiki	Na jaké budově je umístěn Staroměstský orloj v Praze?
qawiki	Jak se jmenovala loď  , na kterou byl 20  . února 1944 spáchán atentát?
qawiki	François Rabelais je autorem jakého románu?
qawiki	Jak dlouho existuje v Evropě systematický chov koček?
qawiki	Kolik dní má přestupný rok?
qawiki	Je muchomůrka růžovka jedovatá?
qawiki	Kdo velel Rudé armádě během osvobozování Brna?
P_bud_zticha	Buď ticho
P_bud_zticha	Buď už zticha
P_bud_zticha	Buď sticha
P_bud_zticha	Drž hubu
P_bud_zticha	Drž už konečně hubu
P_bud_zticha	Jdi pryč
P_bud_zticha	Je čas sklapnout
P_bud_zticha	Je čas, na to abys ztichnul
P_bud_zticha	Je mi špatně z toho jak tě poslouchám
P_bud_zticha	Je na čase abys držel hubu
P_bud_zticha	Je na čase abys ztichnul
P_bud_zticha	Je na čase, abys byl zticha
P_bud_zticha	Jen drž hubu, dobře?
P_bud_zticha	Končím s tím abych tě poslouchal
P_bud_zticha	Mlčeti zlato
P_bud_zticha	Můžeš být zticha?
P_bud_zticha	Můžeš přestat mluvit
P_bud_zticha	Nechci nic víc slyšet
P_bud_zticha	Nemluv
P_bud_zticha	Odejdi už prosím
P_bud_zticha	Psst
P_bud_zticha	Pššt
P_bud_zticha	Sklapni
P_bud_zticha	Ticho!
P_bud_zticha	To stačí
P_bud_zticha	Už ani slovo
P_bud_zticha	Už nic neříkej!
P_bud_zticha	Už žádné mluvení
P_bud_zticha	Zavři tu klapačku
P_bud_zticha	Ztichni prosím
P_bye	Čau
P_bye	Dáme si vědět
P_bye	Jdu
P_bye	Měj se
P_bye	Měl bych jít
P_bye	Mír s tebou
P_bye	Musím běžet
P_bye	Musím jít
P_bye	Musím mizet
P_bye	Musím už jít
P_bye	Nashle
P_bye	Nashledanou
P_bye	Odhlásím se
P_bye	Odhlašuji se
P_bye	Ozvu se zítra
P_bye	pa pa
P_bye	pac a pusu
P_bye	Pádím
P_bye	Pokecáme později
P_bye	Půjdu
P_bye	Raději půjdu
P_bye	Rychle mizím
P_bye	Sbohem
P_bye	Uvidíme se později
P_co_delas	A co přesně děláš?
P_co_delas	Co dokážeš?
P_co_delas	Co mi můžeš ukázat?
P_co_delas	Co můžeš dělat?
P_co_delas	Co přesně děláš?
P_co_delas	Co umíš?
P_co_delas	Děláš něco?
P_co_delas	Děláte něco?
P_co_delas	Jak mi můžeš pomoci?
P_co_delas	Jak pracuješ?
P_co_delas	Jaká je tvoje funkce?
P_co_delas	Jaké jsou tvoje funkce
P_co_delas	Jaké máš dovednosti?
P_co_delas	Jaké máš funkce
P_co_delas	Jaké máš jako bot schopnosti?
P_co_delas	Jaké máte dovednosti?
P_co_delas	jaké odpovědi mi můžeš dát?
P_co_delas	Můžeš mi pomoci?
P_co_delas	Můžete mi pomoci?
P_co_delas	na co máš odpovědi?
P_co_delas	Řekněte mi, co děláte
P_co_delas	Řekni co vše všechno umíš
P_co_delas	S čím mi můžeš pomoct?
P_co_jsi_bote	Existuješ?
P_co_jsi_bote	Chci vědět, jestli jsi člověk
P_co_jsi_bote	Jsi člověk nebo robot?
P_co_jsi_bote	Jsi člověk?
P_co_jsi_bote	Jsi chatbot?
P_co_jsi_bote	Jsi počítač?
P_co_jsi_bote	Jsi robot nebo jsi člověk?
P_co_jsi_bote	Jsi robot?
P_co_jsi_bote	Jsi skutečný nebo robot?
P_co_jsi_bote	Jsi stroj?
P_co_jsi_bote	Jste bot nebo člověk?
P_co_jsi_bote	Kdo se mnou mluví?
P_co_jsi_bote	Mluvím s botem?
P_co_jsi_bote	Mluvím s člověkem?
P_co_jsi_bote	Mluvím s robotem nebo člověkem?
P_co_jsi_bote	Mluvím s robotem?
P_co_jsi_bote	Musíš být robot
P_co_jsi_bote	Myslím, že jsi člověk
P_co_jsi_bote	Myslím, že jsi umělý
P_co_jsi_bote	Myslím, že nejsi bot
P_co_jsi_bote	Myslím, že nejsi člověk
P_co_jsi_bote	Nejsi počítač, že?
P_co_jsi_bote	Nejsi stroj, že?
P_co_jsi_bote	Nejsi umělý, že?
P_co_jsi_bote	Opravdu existuješ?
P_co_jsi_bote	Předpokládám, že jsi robot
P_co_jsi_bote	Víš, že nejsi skutečný?
P_co_jsi_bote	Zajímalo by mě, jestli jsi bot
P_co_jsi_bote	Zajímalo by mě, jestli jsi robot
P_co_jsi_bote	Zajímalo by mě, jestli jsi skutečný
P_co_mam_delat	Co bych měl dělat dneska odpoledne?
P_co_mam_delat	Co bych měl dělat dneska ráno?
P_co_mam_delat	Co bych měl jíst k obědu?
P_co_mam_delat	Co bych měl potom udělat?
P_co_mam_delat	Co bych měl říct?
P_co_mam_delat	Co bych měl udělat?
P_co_mam_delat	Co bych měl zkusit?
P_co_mam_delat	Co bych si měl dát k obědu?
P_co_mam_delat	Co bys dělal, kdybys byl na mém místě?
P_co_mam_delat	Co jiného bych měl vyzkoušet?
P_co_mam_delat	Co mám dělat dál?
P_co_mam_delat	Co mám dělat?
P_co_mam_delat	Co mohu říct?
P_co_mam_delat	Co můžu dělat?
P_co_mam_delat	Co si myslíš, že bych měl udělat?
P_co_mam_delat	Jakou hru bych měl hrát?
P_co_mam_delat	Jakou písničku bych si měl poslechnout?
P_co_mam_delat	Jakým směrem by ses vydal, kdybys byl na mém místě?
P_co_mam_delat	Kam mám jet na dovolenou?
P_co_mam_delat	Kam mám jít dál?
P_co_mam_delat	Kam mám jít na výlet?
P_co_mam_delat	Mám cvičit?
P_co_mam_delat	Mám jezdit na kole?
P_co_tim_myslis	Co nechápeš?
P_co_tim_myslis	Co teď?
P_co_tim_myslis	Co tím myslíš?
P_co_tim_myslis	Co to bylo?
P_co_tim_myslis	Co to má znamenat?
P_co_tim_myslis	Co to znamená?
P_co_tim_myslis	Co?
P_co_tim_myslis	Cože?
P_co_tim_myslis	Chceš mi říct víc?
P_co_tim_myslis	Chceš to vysvětlit?
P_co_tim_myslis	Jak to myslíš?
P_co_tim_myslis	Mohl bys to rozvést?
P_co_tim_myslis	Můžeš mi to vysvětlit?
P_co_tim_myslis	Můžeš to objasnit?
P_co_tim_myslis	Můžeš to vysvětlit?
P_co_tim_myslis	Můžeš to zopakovat?
P_co_tim_myslis	Můžete to říct jinak?
P_co_tim_myslis	Nechceš mi říct víc?
P_co_tim_myslis	Nechceš to objasnit?
P_co_tim_myslis	Nechceš to víc vysvětlit?
P_co_tim_myslis	O čem to mluvíš?
P_co_tim_myslis	Proč si to myslíš?
P_co_tim_myslis	Proč to říkáš?
P_co_tim_myslis	Proč?
P_co_tim_myslis	Vysvětlíš mi to?
P_co_tim_myslis	Vysvětlíte mi to?
P_co_tim_myslis	WTF
P_dekuji_bote	Děkuji
P_dekuji_bote	Děkuji bote
P_dekuji_bote	Děkuji moc
P_dekuji_bote	Děkuji pěkně
P_dekuji_bote	Děkuji vám
P_dekuji_bote	Děkuji za to
P_dekuji_bote	Dík
P_dekuji_bote	Díky
P_dekuji_bote	Díky bote
P_dekuji_bote	Díky moc
P_dekuji_bote	Dobře díky
P_dekuji_bote	Chápu Děkuji ti
P_dekuji_bote	Chápu, díky
P_dekuji_bote	Jak laskavé, děkuji
P_dekuji_bote	Jsem vděčný, díky
P_dekuji_bote	Jsem za to vděčný, děkuji
P_dekuji_bote	Jsem za to velmi vděčný
P_dekuji_bote	Mnohokrát děkuji
P_dekuji_bote	Moje upřímné díky
P_dekuji_bote	Perfektní, díky
P_dekuji_bote	Skvělé, děkuji!
P_dekuji_bote	Skvělé, díky
P_dekuji_bote	Skvělé, moc děkuji
P_dekuji_bote	Skvělý děkuji
P_dekuji_bote	Správně, díky moc
P_dekuji_bote	Úžasný, díky
P_dekuji_bote	Vážím si toho
P_dekuji_bote	Vážím si vás
P_dekuji_bote	Velké poděkování
P_dobry_den	Á to jsi ty
P_dobry_den	Ahoj
P_dobry_den	ahoj bote
P_dobry_den	Ahoj kamaráde
P_dobry_den	Ahoj ty tam
P_dobry_den	Ahojky
P_dobry_den	Ahojky dobré ráno
P_dobry_den	Bote jsem tady
P_dobry_den	Čau bote
P_dobry_den	Čauky!
P_dobry_den	Čauves
P_dobry_den	Čus
P_dobry_den	Dává ti to smysl
P_dobry_den	Dobré jitro
P_dobry_den	Dobré ranko
P_dobry_den	Dobrý den
P_dobry_den	Dorazil jsem
P_dobry_den	Funguješ?
P_dobry_den	Hej ty tam
P_dobry_den	Chápeš mě?
P_dobry_den	Jsem zpátky
P_dobry_den	Nazdar
P_dobry_den	Nazdárek
P_dobry_den	Pozdravy
P_dobry_den	Pracuješ?
P_dobry_den	Probuď se
P_dobry_den	Přeji ti dobré ráno
P_dobry_den	Ráno bote
P_dobry_den	Rozumíš mi?
P_dobry_den	Test
P_dobry_den	Testování
P_dobry_den	ťuk ťuk je tam někdo
P_dobry_den	Ty vole
P_dobry_den	Vstávat
P_dobry_den	Vstávej!
P_dobry_den	Všechno jasné?
P_dobry_den	Zdravím
P_dobry_den	Zdravím bote
P_chci_si_povidat	Budeš se mnou mluvit?
P_chci_si_povidat	Budeš si se mnou psát?
P_chci_si_povidat	Existuje někdo, kdo si se mnou promluví?
P_chci_si_povidat	Chatuj se mnou
P_chci_si_povidat	Chceš se mnou mluvit?
P_chci_si_povidat	Je mi někdo k dispozici?
P_chci_si_povidat	Je někdo doma?
P_chci_si_povidat	Je někdo doma?
P_chci_si_povidat	Je někdo na chatu?
P_chci_si_povidat	Je někdo volný?
P_chci_si_povidat	Je tam někdo?
P_chci_si_povidat	Je tu někdo?
P_chci_si_povidat	Je tu pro mě někdo?
P_chci_si_povidat	Jsi tady?
P_chci_si_povidat	Jsi tam?
P_chci_si_povidat	Máš volno?
P_chci_si_povidat	Mluv se mnou
P_chci_si_povidat	Můžeme si  promluvit?
P_chci_si_povidat	Můžu si s někým promluvit?
P_chci_si_povidat	Pojďme si povídat
P_chci_si_povidat	Poslouchá někdo?
P_chci_si_povidat	Posloucháš mě?
P_chci_si_povidat	Řekni cokoli
P_chci_si_povidat	ťuk ťuk
P_chci_si_povidat	Umíš mluvit?
P_jak_jsi_vznikl	Čí jste program?
P_jak_jsi_vznikl	Jak jsi byl postaven?
P_jak_jsi_vznikl	Jak jsi vzniknul?
P_jak_jsi_vznikl	Jaká společnost tě vyrobila?
P_jak_jsi_vznikl	Kdo je tvůj architekt?
P_jak_jsi_vznikl	Kdo je tvůj návrhář?
P_jak_jsi_vznikl	Kdo je tvůj tvůrce?
P_jak_jsi_vznikl	Kdo je tvůj výrobce?
P_jak_jsi_vznikl	Kdo píše vaše odpovědi?
P_jak_jsi_vznikl	Kdo pro tebe píše?
P_jak_jsi_vznikl	Kdo tě udělal?
P_jak_jsi_vznikl	Kdo tě vytvořil?
P_jak_jsi_vznikl	Kdo vás kódoval?
P_jak_jsi_vznikl	Která společnost tě postavila?
P_jak_jsi_vznikl	Která společnost tě vyrobila?
P_jak_jsi_vznikl	Kteří lidé tě udělali?
P_jak_jsi_vznikl	Máš výrobce?
P_jak_jsi_vznikl	Stvořil tě někdo?
P_jak_jsi_vznikl	Udělal tě někdo?
P_jak_jsi_vznikl	Vyvinul tě někdo?
P_jak_se_dari	Cítíš se dobře?
P_jak_se_dari	Cítíte se dobře?
P_jak_se_dari	Hej, jak se máš?
P_jak_se_dari	Jak je?
P_jak_se_dari	Jak jsi to dneska viděl?
P_jak_se_dari	Jak jsi včera spal?
P_jak_se_dari	Jak se cítíš?
P_jak_se_dari	Jak se daří
P_jak_se_dari	Jak se daří?
P_jak_se_dari	Jak se dneska máš?
P_jak_se_dari	Jak se máš bote?
P_jak_se_dari	Jak se máš?
P_jak_se_dari	Jak si žiješ?
P_jak_se_dari	Jak to dneska šlo?
P_jak_se_dari	Jak to jde?
P_jak_se_dari	Máš se dobře?
P_jak_se_dari	Řekni, jak se máš?
P_jak_se_dari	Šlo to dneska?
P_jak_se_dari	Vede se ti dobře?
P_jak_se_dari	Všechno dneska v pořádku?
